episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
3920,Pipe,Cube,1,Cube,Dumbbell,Ring,Cube,Dumbbell,Pipe,Pipe
3921,Bowl,Dumbbell,1,Cone,Cylinder,Dumbbell,Bowl,Octahedron,Torus,Bowl
3922,None,None,0,Cone,Ring,Sphere,Octahedron,Pentagon,Ring,Ring
3923,None,None,0,Dumbbell,Sphere,TriangularPrism,Bowl,Octahedron,Pipe,Bowl
3924,None,None,0,Ring,Torus,TriangularPrism,Pentagon,Sphere,TriangularPrism,TriangularPrism
3925,Torus,Torus,2,Octahedron,Sphere,Torus,Cube,Pyramid,Torus,Torus
3926,Pyramid,Pyramid,1,Cone,Cylinder,Pyramid,Bowl,Pyramid,Ring,Pyramid
3927,None,None,0,Dumbbell,Pyramid,TriangularPrism,Cylinder,Pentagon,Pyramid,Pentagon
3928,None,None,0,Cylinder,Dumbbell,Pyramid,Cube,Sphere,Torus,Cube
3929,Cylinder,Cone,1,Bowl,Cone,Ring,Cylinder,Dumbbell,Pyramid,Cylinder
3930,None,None,0,Bowl,Cylinder,Torus,Bowl,Pentagon,Pipe,Pentagon
3931,Pyramid,TriangularPrism,1,Dumbbell,Pentagon,TriangularPrism,Bowl,Pipe,Pyramid,Pyramid
3932,None,None,0,Cube,Cylinder,Dumbbell,Bowl,Dumbbell,Sphere,Sphere
3933,TriangularPrism,Octahedron,2,Cube,Pipe,TriangularPrism,Bowl,Octahedron,TriangularPrism,Octahedron
3934,None,None,0,Cylinder,Pipe,TriangularPrism,Bowl,Cone,Dumbbell,Bowl
3935,Pentagon,Pentagon,1,Cube,Pentagon,Pyramid,Cylinder,Pentagon,TriangularPrism,Pentagon
3936,None,None,0,Cylinder,Dumbbell,Pentagon,Cone,Dumbbell,TriangularPrism,TriangularPrism
3937,None,None,0,Octahedron,Pyramid,Ring,Cone,Octahedron,Pipe,Cone
3938,None,None,0,Dumbbell,Pipe,Pyramid,Pipe,Pyramid,Ring,Pipe
3939,None,None,0,Cylinder,Dumbbell,Pentagon,Cube,Pentagon,Sphere,Cube
3940,None,None,0,Octahedron,Pentagon,TriangularPrism,Dumbbell,Sphere,TriangularPrism,Sphere
3941,Ring,Pipe,2,Pipe,Pyramid,Torus,Ring,Sphere,TriangularPrism,Ring
3942,Ring,Ring,2,Cube,Ring,Sphere,Dumbbell,Ring,Torus,Ring
3943,None,None,0,Octahedron,Pentagon,Pyramid,Cylinder,Pentagon,TriangularPrism,Pentagon
3944,None,None,0,Cone,Cylinder,Pentagon,Bowl,Cone,Pyramid,Pyramid
3945,TriangularPrism,Pipe,1,Ring,Torus,TriangularPrism,Cylinder,Pipe,TriangularPrism,Pipe
3946,Cone,Octahedron,1,Octahedron,Pentagon,Pipe,Bowl,Cone,Cylinder,Cone
3947,Bowl,Pipe,1,Bowl,Cube,Dumbbell,Cube,Cylinder,Pipe,Pipe
3948,None,None,0,Dumbbell,Octahedron,Pyramid,Cylinder,Dumbbell,TriangularPrism,TriangularPrism
3949,Pipe,Torus,2,Bowl,Pyramid,Torus,Bowl,Cylinder,Pipe,Pipe
3950,Pipe,Torus,1,Bowl,Dumbbell,Pipe,Cylinder,Octahedron,Torus,Torus
3951,Cube,Cube,1,Bowl,Cube,Dumbbell,Cube,Dumbbell,TriangularPrism,Cube
3952,None,None,0,Cylinder,Dumbbell,Pentagon,Cone,Dumbbell,Torus,Torus
3953,None,None,0,Cone,Ring,Torus,Cylinder,Pentagon,TriangularPrism,Cylinder
3954,Cylinder,Cone,1,Cone,Octahedron,TriangularPrism,Cylinder,Dumbbell,Octahedron,Cylinder
3955,None,None,0,Cube,Dumbbell,TriangularPrism,Bowl,Dumbbell,Octahedron,Octahedron
3956,Cube,Sphere,1,Cone,Cube,Sphere,Cone,Sphere,TriangularPrism,Sphere
3957,Ring,TriangularPrism,5,Ring,Sphere,TriangularPrism,Octahedron,Ring,Sphere,Ring
3958,Torus,Dumbbell,2,Octahedron,Ring,Torus,Dumbbell,Octahedron,Torus,Dumbbell
3959,None,None,0,Cube,Octahedron,Sphere,Octahedron,Pyramid,Torus,Torus
3960,None,None,0,Bowl,Cube,TriangularPrism,Cylinder,Sphere,Torus,Sphere
3961,TriangularPrism,Cone,1,Cone,Octahedron,Pyramid,Cube,Pyramid,TriangularPrism,TriangularPrism
3962,Dumbbell,Pyramid,2,Cone,Dumbbell,TriangularPrism,Cylinder,Pentagon,Pyramid,Pyramid
3963,Bowl,Ring,1,Bowl,Pipe,Ring,Octahedron,Pentagon,Ring,Ring
3964,Cube,TriangularPrism,3,Ring,Sphere,TriangularPrism,Cube,Octahedron,Pyramid,Cube
3965,None,None,0,Cone,Pipe,Torus,Bowl,Cylinder,Pipe,Bowl
3966,None,None,0,Cone,Octahedron,Pipe,Cylinder,Sphere,Torus,Torus
3967,Cone,Pipe,2,Cube,Pentagon,Pipe,Cone,Dumbbell,Octahedron,Cone
3968,Ring,Cube,1,Bowl,Cone,Ring,Cube,Pyramid,Ring,Cube
3969,Dumbbell,Torus,1,Pipe,Sphere,Torus,Dumbbell,Octahedron,Sphere,Dumbbell
3970,None,None,0,Bowl,Octahedron,Pyramid,Bowl,Cone,Octahedron,Octahedron
3971,None,None,0,Cube,Pentagon,Ring,Cylinder,Pipe,Pyramid,Pyramid
3972,Cone,Pipe,1,Cone,Pipe,Ring,Pipe,Pyramid,Torus,Pipe
3973,None,None,0,Bowl,Cone,Pyramid,Cylinder,Torus,TriangularPrism,Cylinder
3974,Cube,Sphere,3,Bowl,Pyramid,Sphere,Cube,Octahedron,Torus,Cube
3975,Cone,Dumbbell,1,Cone,Dumbbell,Ring,Bowl,Cone,Pentagon,Cone
3976,Cylinder,Pipe,1,Cone,Cylinder,Pipe,Bowl,Cylinder,Octahedron,Cylinder
3977,Pentagon,Ring,2,Bowl,Pentagon,Pipe,Cube,Pyramid,Ring,Ring
3978,None,None,0,Pentagon,Pipe,Pyramid,Octahedron,Pipe,Torus,Pipe
3979,None,None,0,Bowl,Sphere,Torus,Cylinder,Dumbbell,Octahedron,Cylinder
3980,Pipe,Cube,1,Cylinder,Pipe,Ring,Cube,Dumbbell,Pipe,Cube
3981,None,None,0,Octahedron,Ring,TriangularPrism,Pentagon,Pipe,Sphere,Pipe
3982,Octahedron,Sphere,1,Octahedron,Pentagon,Ring,Pentagon,Ring,Sphere,Sphere
3983,TriangularPrism,Ring,1,Octahedron,Ring,TriangularPrism,Cone,Cylinder,Pentagon,Cone
3984,None,None,0,Cylinder,Pentagon,Torus,Cube,Octahedron,Pyramid,Octahedron
3985,Pentagon,Pentagon,2,Cube,Cylinder,Pentagon,Pentagon,Pyramid,Ring,Pentagon
3986,Pentagon,Cone,1,Cone,Pentagon,Sphere,Bowl,Cone,Torus,Cone
3987,None,None,0,Cone,Cylinder,Octahedron,Dumbbell,Octahedron,Pipe,Pipe
3988,Ring,Cube,2,Bowl,Ring,TriangularPrism,Cube,Cylinder,Pipe,Cube
3989,Bowl,Torus,2,Cylinder,Octahedron,Torus,Bowl,Sphere,TriangularPrism,Bowl
3990,Pipe,Bowl,2,Bowl,Pentagon,Sphere,Cylinder,Pipe,Torus,Pipe
3991,None,None,0,Cone,Pyramid,Sphere,Bowl,Pyramid,TriangularPrism,Bowl
3992,None,None,0,Cube,Pentagon,Pipe,Cone,Pentagon,TriangularPrism,Cone
3993,None,None,0,Bowl,Pipe,Ring,Dumbbell,Octahedron,Ring,Ring
3994,Ring,Pentagon,2,Pentagon,Torus,TriangularPrism,Cylinder,Dumbbell,Ring,Ring
3995,Ring,TriangularPrism,2,Cube,Pipe,Ring,Cylinder,Pipe,TriangularPrism,TriangularPrism
3996,None,None,0,Cube,Cylinder,TriangularPrism,Cone,Pipe,TriangularPrism,TriangularPrism
3997,Ring,Pyramid,2,Cone,Octahedron,Pyramid,Cube,Pyramid,Ring,Ring
3998,Dumbbell,Torus,2,Dumbbell,Octahedron,Pyramid,Pyramid,Torus,TriangularPrism,Torus
3999,Pyramid,Octahedron,1,Cone,Octahedron,TriangularPrism,Cylinder,Pyramid,TriangularPrism,Pyramid
4000,None,None,0,Cone,Octahedron,Torus,Cube,Torus,TriangularPrism,Cube
4001,Cylinder,Bowl,1,Bowl,Cube,Dumbbell,Cone,Cylinder,Torus,Cylinder
4002,Octahedron,Torus,1,Cube,Octahedron,Torus,Cylinder,Octahedron,Ring,Octahedron
4003,Cube,Pentagon,2,Bowl,Cube,Octahedron,Pentagon,Pyramid,Torus,Pentagon
4004,None,None,0,Cone,Pentagon,Torus,Octahedron,Torus,TriangularPrism,TriangularPrism
4005,Bowl,Bowl,1,Bowl,Cube,TriangularPrism,Bowl,Pipe,Sphere,Bowl
4006,None,None,0,Pipe,Pyramid,TriangularPrism,Bowl,Pipe,TriangularPrism,Pipe
4007,None,None,0,Cube,Pyramid,Sphere,Cube,Cylinder,Octahedron,Octahedron
4008,Bowl,Cylinder,2,Bowl,Dumbbell,Pentagon,Cube,Cylinder,Sphere,Cylinder
4009,Cone,Torus,2,Pyramid,Torus,TriangularPrism,Cone,Dumbbell,Pyramid,Cone
4010,Pipe,Bowl,1,Bowl,Cone,Torus,Cube,Dumbbell,Pipe,Pipe
4011,Cube,Cone,2,Cone,Cube,Pentagon,Bowl,Cube,Dumbbell,Cube
4012,None,None,0,Bowl,Cylinder,Ring,Cylinder,Sphere,TriangularPrism,Sphere
4013,None,None,0,Cube,Torus,TriangularPrism,Cube,Octahedron,Pipe,Octahedron
4014,None,None,0,Cylinder,Sphere,TriangularPrism,Pyramid,Ring,TriangularPrism,Pyramid
4015,None,None,0,Octahedron,Pentagon,TriangularPrism,Cube,Dumbbell,Octahedron,Cube
4016,Cone,Ring,2,Bowl,Cylinder,Ring,Cone,Pyramid,Sphere,Cone
4017,Cylinder,Cube,1,Cylinder,Sphere,Torus,Cube,Dumbbell,TriangularPrism,Cube
4018,TriangularPrism,Octahedron,1,Cylinder,Octahedron,TriangularPrism,Cube,Octahedron,Pentagon,Octahedron
4019,Cube,Torus,3,Octahedron,Ring,Torus,Cube,Cylinder,Pipe,Cube
4020,None,None,0,Cylinder,Dumbbell,Pipe,Cylinder,Octahedron,Ring,Cylinder
4021,Torus,Ring,1,Pentagon,Ring,Torus,Pentagon,Pyramid,Torus,Torus
4022,Bowl,TriangularPrism,2,Pyramid,Torus,TriangularPrism,Bowl,Dumbbell,Pipe,Bowl
4023,Bowl,Torus,1,Bowl,Pipe,Ring,Octahedron,Ring,Torus,Torus
4024,Dumbbell,Torus,3,Bowl,Ring,Torus,Cylinder,Dumbbell,TriangularPrism,Dumbbell
4025,Bowl,Cylinder,1,Cone,Cylinder,Torus,Bowl,Cone,Cube,Bowl
4026,None,None,0,Dumbbell,Octahedron,Pentagon,Dumbbell,Pentagon,TriangularPrism,Dumbbell
4027,Ring,Ring,2,Dumbbell,Ring,Sphere,Pentagon,Ring,TriangularPrism,Ring
4028,None,None,0,Pentagon,Pipe,Sphere,Ring,Sphere,TriangularPrism,Ring
4029,None,None,0,Cone,Dumbbell,Octahedron,Cylinder,Ring,Torus,Cylinder
4030,None,None,0,Cylinder,Octahedron,Sphere,Cone,Dumbbell,Sphere,Dumbbell
4031,None,None,0,Bowl,Dumbbell,Pentagon,Cylinder,Pentagon,Pipe,Cylinder
4032,None,None,0,Cone,Ring,Torus,Cylinder,Pipe,Pyramid,Pipe
4033,None,None,0,Cone,Cube,Cylinder,Ring,Torus,TriangularPrism,Torus
4034,None,None,0,Cone,Octahedron,Pyramid,Cone,Pipe,TriangularPrism,Cone
4035,Ring,Ring,1,Cone,Ring,TriangularPrism,Cone,Ring,TriangularPrism,Ring
4036,None,None,0,Cylinder,Dumbbell,Pentagon,Bowl,Pyramid,Ring,Pyramid
4037,None,None,0,Pipe,Pyramid,TriangularPrism,Cone,Dumbbell,Pentagon,Dumbbell
4038,None,None,0,Cube,Dumbbell,Pipe,Cone,Pipe,TriangularPrism,TriangularPrism
4039,None,None,0,Cylinder,Dumbbell,Pyramid,Cube,Pyramid,Ring,Ring
4040,None,None,0,Cylinder,Octahedron,Pipe,Bowl,Cylinder,Octahedron,Bowl
4041,Cone,Ring,1,Pipe,Pyramid,Ring,Cone,Octahedron,Pentagon,Cone
4042,Sphere,Torus,1,Cone,Pyramid,Torus,Cube,Pyramid,Sphere,Sphere
4043,None,None,0,Cone,Dumbbell,Pyramid,Bowl,Cylinder,Dumbbell,Bowl
4044,Pentagon,Bowl,2,Bowl,Pyramid,TriangularPrism,Pentagon,Torus,TriangularPrism,Pentagon
4045,None,None,0,Cone,Octahedron,TriangularPrism,Cone,Pyramid,Ring,Pyramid
4046,Pentagon,Cone,1,Cube,Pentagon,Pipe,Cone,Octahedron,Sphere,Cone
4047,Torus,Pipe,1,Cube,Octahedron,Pipe,Ring,Sphere,Torus,Torus
4048,Pyramid,Ring,1,Cube,Pyramid,Ring,Ring,Sphere,Torus,Ring
4049,Torus,TriangularPrism,1,Bowl,Cone,TriangularPrism,Cube,Dumbbell,Torus,Torus
4050,None,None,0,Bowl,Octahedron,Pipe,Cube,Cylinder,Sphere,Cube
4051,Cylinder,Cylinder,1,Cube,Cylinder,Sphere,Bowl,Cylinder,Pipe,Cylinder
4052,None,None,0,Bowl,Cube,Cylinder,Dumbbell,Ring,TriangularPrism,Ring
4053,Pipe,Bowl,1,Bowl,Cylinder,Pipe,Bowl,Cube,Dumbbell,Bowl
4054,None,None,0,Cube,Dumbbell,Sphere,Cone,Pentagon,Sphere,Sphere
4055,Ring,Cone,3,Cone,Pentagon,Torus,Dumbbell,Pentagon,Ring,Ring
4056,Bowl,TriangularPrism,1,Pentagon,Sphere,TriangularPrism,Bowl,Dumbbell,Pentagon,Bowl
4057,Dumbbell,Dumbbell,1,Dumbbell,Pentagon,TriangularPrism,Dumbbell,Ring,TriangularPrism,Dumbbell
4058,Sphere,Cone,1,Cylinder,Sphere,TriangularPrism,Bowl,Cone,Ring,Cone
4059,None,None,0,Pentagon,Pipe,Torus,Cylinder,Octahedron,Pipe,Octahedron
4060,None,None,0,Cone,Pyramid,Sphere,Cube,Cylinder,Dumbbell,Cylinder
4061,Sphere,Octahedron,1,Octahedron,Pipe,Torus,Cone,Octahedron,Sphere,Sphere
4062,None,None,0,Cone,Sphere,Torus,Bowl,Dumbbell,Ring,Bowl
4063,None,None,0,Cylinder,Dumbbell,Ring,Bowl,Cube,Pipe,Cube
4064,Dumbbell,Torus,2,Octahedron,Pentagon,Torus,Cone,Dumbbell,Sphere,Dumbbell
4065,Pipe,Pipe,1,Pentagon,Pipe,Sphere,Bowl,Dumbbell,Pipe,Pipe
4066,None,None,0,Dumbbell,Octahedron,Sphere,Cone,Ring,TriangularPrism,Ring
4067,Torus,TriangularPrism,4,Octahedron,Ring,TriangularPrism,Dumbbell,Torus,TriangularPrism,Torus
4068,Sphere,Torus,1,Cube,Pipe,Sphere,Sphere,Torus,TriangularPrism,Torus
4069,Ring,Cylinder,1,Cube,Cylinder,Pentagon,Ring,Sphere,TriangularPrism,Ring
4070,Pipe,Cube,1,Bowl,Octahedron,Pipe,Bowl,Cube,Octahedron,Cube
4071,Pyramid,Torus,1,Dumbbell,Sphere,Torus,Cylinder,Octahedron,Pyramid,Pyramid
4072,Dumbbell,Cylinder,1,Bowl,Dumbbell,Sphere,Cube,Cylinder,Torus,Cylinder
4073,TriangularPrism,Sphere,1,Cone,Sphere,TriangularPrism,Cylinder,Ring,Sphere,Sphere
4074,Cylinder,Bowl,1,Bowl,Pipe,TriangularPrism,Cube,Cylinder,Pyramid,Cylinder
4075,None,None,0,Bowl,Pyramid,TriangularPrism,Bowl,Pentagon,Sphere,Sphere
4076,Cube,Ring,1,Cone,Pipe,Ring,Cube,Pipe,Torus,Cube
4077,Pipe,Ring,1,Octahedron,Pentagon,Ring,Octahedron,Pipe,Pyramid,Pipe
4078,None,None,0,Cylinder,Ring,Sphere,Bowl,Dumbbell,TriangularPrism,Bowl
4079,Octahedron,Cone,1,Cone,Dumbbell,Sphere,Cone,Dumbbell,Octahedron,Octahedron
4080,Bowl,Cone,1,Cone,Octahedron,TriangularPrism,Bowl,Ring,Sphere,Bowl
4081,Bowl,Cylinder,1,Cone,Cylinder,Octahedron,Bowl,Cube,Pipe,Bowl
4082,Cone,Ring,1,Octahedron,Pentagon,Ring,Cone,Pentagon,Ring,Cone
4083,Ring,Octahedron,1,Dumbbell,Octahedron,Ring,Octahedron,Pipe,Pyramid,Octahedron
4084,None,None,0,Bowl,Dumbbell,Octahedron,Octahedron,Pipe,Pyramid,Pipe
4085,None,None,0,Cone,Pentagon,Pipe,Dumbbell,Pentagon,Torus,Dumbbell
4086,Dumbbell,Pyramid,1,Cone,Pipe,Pyramid,Dumbbell,Octahedron,Pentagon,Dumbbell
4087,None,None,0,Ring,Torus,TriangularPrism,Bowl,Pentagon,Pyramid,Pentagon
4088,None,None,0,Cone,Dumbbell,Octahedron,Cone,Ring,TriangularPrism,Ring
4089,None,None,0,Cone,Octahedron,Pentagon,Dumbbell,Pyramid,Torus,Pyramid
4090,None,None,0,Bowl,Torus,TriangularPrism,Cone,Cylinder,Pentagon,Cylinder
4091,None,None,0,Cone,Pipe,Ring,Dumbbell,Pyramid,Sphere,Sphere
4092,None,None,0,Cylinder,Pipe,Sphere,Cone,Pentagon,Pyramid,Pentagon
4093,None,None,0,Octahedron,Pipe,Sphere,Cone,Cylinder,Dumbbell,Cone
4094,Bowl,Torus,1,Cylinder,Octahedron,Torus,Bowl,Pentagon,Ring,Bowl
4095,TriangularPrism,Pentagon,1,Cylinder,Ring,TriangularPrism,Cube,Octahedron,Pentagon,Pentagon
4096,None,None,0,Bowl,Cone,Ring,Cone,Sphere,TriangularPrism,Sphere
4097,Torus,Sphere,1,Cube,Cylinder,Sphere,Pyramid,Torus,TriangularPrism,Torus
4098,Dumbbell,Torus,1,Dumbbell,Pyramid,Ring,Ring,Torus,TriangularPrism,Torus
4099,None,None,0,Cube,Pentagon,Pyramid,Bowl,Dumbbell,Sphere,Bowl
4100,Pyramid,Cube,1,Octahedron,Pyramid,TriangularPrism,Cube,Ring,Sphere,Cube
4101,None,None,0,Bowl,Cylinder,TriangularPrism,Cylinder,Octahedron,Pentagon,Pentagon
4102,Torus,Ring,1,Ring,Torus,TriangularPrism,Dumbbell,Pentagon,Ring,Ring
4103,Dumbbell,Torus,1,Dumbbell,Pyramid,TriangularPrism,Ring,Torus,TriangularPrism,Torus
4104,None,None,0,Dumbbell,Torus,TriangularPrism,Cone,Octahedron,Sphere,Octahedron
4105,None,None,0,Cone,Cube,Pyramid,Cone,Cube,Cylinder,Cylinder
4106,None,None,0,Pipe,Ring,Sphere,Cube,Cylinder,Sphere,Cylinder
4107,None,None,0,Cylinder,Octahedron,Ring,Octahedron,Pipe,Sphere,Sphere
4108,Bowl,Cylinder,1,Bowl,Cube,Octahedron,Cylinder,Ring,Sphere,Cylinder
4109,Pipe,Pyramid,1,Bowl,Pyramid,Torus,Bowl,Cone,Pipe,Pipe
4110,Octahedron,Pyramid,1,Dumbbell,Octahedron,Pipe,Cube,Pyramid,Sphere,Pyramid
4111,Dumbbell,Ring,1,Ring,Sphere,Torus,Dumbbell,Octahedron,Torus,Dumbbell
4112,None,None,0,Cube,Dumbbell,Ring,Dumbbell,Pentagon,Sphere,Sphere
4113,TriangularPrism,Ring,2,Dumbbell,Octahedron,TriangularPrism,Cylinder,Dumbbell,Ring,Ring
4114,Bowl,Octahedron,1,Cone,Cube,Octahedron,Bowl,Octahedron,Ring,Bowl
4115,Bowl,Dumbbell,1,Dumbbell,Sphere,TriangularPrism,Bowl,Octahedron,Sphere,Bowl
4116,Pipe,Octahedron,2,Cylinder,Pipe,Sphere,Octahedron,Pyramid,Sphere,Octahedron
4117,Cylinder,Ring,1,Bowl,Cylinder,Torus,Pentagon,Pipe,Ring,Ring
4118,None,None,0,Cube,Pipe,Torus,Cone,Pentagon,Sphere,Sphere
4119,None,None,0,Cube,Pipe,Ring,Sphere,Torus,TriangularPrism,Sphere
4120,Sphere,Pentagon,1,Pentagon,Ring,Sphere,Cube,Torus,TriangularPrism,Torus
4121,None,None,0,Cube,Ring,TriangularPrism,Octahedron,Pentagon,TriangularPrism,Octahedron
4122,None,None,0,Cube,Octahedron,Pentagon,Cylinder,Octahedron,Pipe,Cylinder
4123,TriangularPrism,Cube,2,Cone,Cylinder,TriangularPrism,Cube,Octahedron,Sphere,Cube
4124,Cube,Bowl,1,Bowl,Cube,Dumbbell,Cube,Pyramid,Ring,Cube
4125,Cone,Cone,2,Cone,Pentagon,TriangularPrism,Cone,Octahedron,Torus,Cone
4126,None,None,0,Cube,Cylinder,Pyramid,Cone,Cylinder,Pipe,Pipe
4127,None,None,0,Cone,Pentagon,Sphere,Cone,Pentagon,Sphere,Sphere
4128,Octahedron,Dumbbell,1,Bowl,Octahedron,Sphere,Bowl,Cylinder,Dumbbell,Dumbbell
4129,None,None,0,Cone,Octahedron,Pipe,Cube,Octahedron,Pipe,Cube
4130,Torus,Ring,3,Cone,Cube,Torus,Ring,Sphere,TriangularPrism,Ring
4131,Pentagon,Dumbbell,2,Bowl,Dumbbell,Octahedron,Dumbbell,Pentagon,Pyramid,Pentagon
4132,Pentagon,Octahedron,1,Cylinder,Pentagon,Pipe,Octahedron,Pipe,TriangularPrism,Octahedron
4133,Sphere,Cube,4,Dumbbell,Pipe,Sphere,Cube,Cylinder,Pipe,Cube
4134,Pentagon,TriangularPrism,3,Pipe,Sphere,TriangularPrism,Pentagon,Ring,TriangularPrism,Pentagon
4135,Bowl,Ring,2,Cone,Ring,Torus,Bowl,Pipe,Ring,Bowl
4136,Cube,Torus,1,Cube,Pipe,Torus,Cube,Pentagon,Torus,Cube
4137,Ring,Torus,1,Pipe,Sphere,Torus,Octahedron,Pyramid,Ring,Ring
4138,TriangularPrism,Pentagon,3,Dumbbell,Ring,TriangularPrism,Cube,Pentagon,Torus,Pentagon
4139,Ring,Cube,1,Cone,Cube,Cylinder,Cylinder,Ring,TriangularPrism,Ring
4140,Ring,TriangularPrism,3,Dumbbell,Pentagon,Ring,Bowl,Ring,TriangularPrism,TriangularPrism
4141,None,None,0,Cube,Pentagon,Pyramid,Cube,Ring,Sphere,Cube
4142,Bowl,Torus,1,Bowl,Cube,Ring,Dumbbell,Octahedron,Torus,Torus
4143,None,None,0,Cube,Dumbbell,Pentagon,Cylinder,Dumbbell,Pyramid,Pyramid
4144,None,None,0,Bowl,Pentagon,Ring,Cube,Dumbbell,Pipe,Dumbbell
4145,None,None,0,Bowl,Cube,Ring,Cone,Dumbbell,Ring,Cone
4146,None,None,0,Cylinder,Octahedron,Ring,Octahedron,Pipe,Sphere,Sphere
4147,Pipe,Ring,1,Cube,Octahedron,Ring,Cone,Pentagon,Pipe,Pipe
4148,Ring,Pentagon,2,Dumbbell,Pipe,Ring,Dumbbell,Pentagon,Ring,Pentagon
4149,None,None,0,Cylinder,Sphere,TriangularPrism,Bowl,Pipe,Torus,Pipe
4150,Ring,Dumbbell,2,Pipe,Ring,TriangularPrism,Dumbbell,Sphere,Torus,Dumbbell
4151,Torus,Sphere,1,Sphere,Torus,TriangularPrism,Dumbbell,Pipe,Torus,Torus
4152,None,None,0,Bowl,Octahedron,TriangularPrism,Cube,Pyramid,Sphere,Pyramid
4153,None,None,0,Bowl,Octahedron,Pipe,Cube,Pipe,Sphere,Cube
4154,Octahedron,Dumbbell,1,Dumbbell,Octahedron,Pyramid,Octahedron,Sphere,TriangularPrism,Octahedron
4155,None,None,0,Cylinder,Dumbbell,Octahedron,Cone,Pentagon,Pipe,Cone
4156,Torus,Torus,1,Bowl,Pyramid,Torus,Bowl,Torus,TriangularPrism,Torus
4157,Cone,Cylinder,1,Cone,Cube,Octahedron,Cylinder,Sphere,Torus,Cylinder
4158,Bowl,Cone,1,Bowl,Cylinder,Pentagon,Cone,Pyramid,TriangularPrism,Cone
4159,Pipe,TriangularPrism,1,Bowl,Pyramid,TriangularPrism,Bowl,Cylinder,Pipe,Pipe
4160,Cylinder,Ring,2,Cube,Cylinder,Ring,Pentagon,Ring,Sphere,Ring
4161,Ring,Bowl,1,Bowl,Cylinder,Sphere,Cone,Octahedron,Ring,Ring
4162,None,None,0,Bowl,Cylinder,Pyramid,Cube,Cylinder,TriangularPrism,Cylinder
4163,None,None,0,Pentagon,Ring,Torus,Cylinder,Dumbbell,Octahedron,Dumbbell
4164,Octahedron,Bowl,1,Bowl,Octahedron,Torus,Cone,Octahedron,Sphere,Octahedron
4165,None,None,0,Dumbbell,Octahedron,Pipe,Octahedron,Pentagon,Pipe,Pentagon
4166,None,None,0,Cube,Dumbbell,Pentagon,Cylinder,Ring,Sphere,Cylinder
4167,None,None,0,Dumbbell,Pentagon,TriangularPrism,Bowl,Dumbbell,Sphere,Sphere
4168,Pipe,Dumbbell,1,Cube,Pipe,Sphere,Dumbbell,Pyramid,TriangularPrism,Dumbbell
4169,None,None,0,Ring,Sphere,Torus,Cone,Octahedron,Pentagon,Cone
4170,Pipe,Cone,1,Cone,Ring,Torus,Cube,Pipe,Torus,Pipe
4171,None,None,0,Dumbbell,Pipe,TriangularPrism,Dumbbell,Pipe,Ring,Pipe
4172,None,None,0,Bowl,Cube,Pyramid,Pentagon,Ring,Sphere,Sphere
4173,Ring,Bowl,2,Pyramid,Ring,Sphere,Bowl,Pentagon,TriangularPrism,Bowl
4174,Pipe,Cone,1,Cylinder,Pipe,Ring,Cone,Pentagon,Pyramid,Cone
4175,None,None,0,Cube,Cylinder,Octahedron,Cube,Pentagon,Torus,Torus
4176,Torus,Octahedron,1,Octahedron,Pentagon,TriangularPrism,Pentagon,Pyramid,Torus,Torus
4177,Pyramid,Cube,2,Pipe,Pyramid,Sphere,Cube,Octahedron,Pipe,Cube
4178,Bowl,Dumbbell,3,Bowl,Cube,Ring,Cylinder,Dumbbell,Octahedron,Dumbbell
4179,Cone,Ring,4,Cube,Ring,Sphere,Cone,Cylinder,Pipe,Cone
4180,Ring,Sphere,2,Dumbbell,Ring,Sphere,Cone,Cube,Sphere,Sphere
4181,None,None,0,Cone,Pentagon,Pyramid,Dumbbell,Octahedron,Pipe,Dumbbell
4182,None,None,0,Octahedron,Pentagon,Pipe,Cone,Pipe,Sphere,Pipe
4183,None,None,0,Pentagon,Ring,Torus,Bowl,Torus,TriangularPrism,TriangularPrism
4184,Bowl,Cylinder,1,Cylinder,Pyramid,Sphere,Bowl,Sphere,TriangularPrism,Bowl
4185,None,None,0,Dumbbell,Pentagon,Pyramid,Cube,Octahedron,Pentagon,Cube
4186,Ring,Pentagon,1,Pyramid,Ring,Sphere,Dumbbell,Pentagon,Sphere,Pentagon
4187,Pipe,Sphere,1,Cube,Ring,Sphere,Dumbbell,Pentagon,Pipe,Pipe
4188,Pipe,Pyramid,1,Cone,Pipe,Ring,Pyramid,Ring,TriangularPrism,Pyramid
4189,Dumbbell,Pipe,1,Cone,Pipe,TriangularPrism,Bowl,Dumbbell,Sphere,Dumbbell
4190,None,None,0,Cylinder,Pentagon,Sphere,Dumbbell,Pyramid,Sphere,Sphere
4191,None,None,0,Cone,Dumbbell,Pentagon,Dumbbell,Pipe,Sphere,Pipe
4192,Bowl,Torus,1,Bowl,Pentagon,Pyramid,Cube,Pentagon,Torus,Torus
4193,Bowl,Bowl,1,Bowl,Cube,Pyramid,Bowl,Cube,Pentagon,Bowl
4194,Octahedron,Ring,1,Dumbbell,Pipe,Ring,Bowl,Cylinder,Octahedron,Octahedron
4195,None,None,0,Cube,Cylinder,Octahedron,Bowl,Octahedron,Sphere,Bowl
4196,TriangularPrism,Torus,2,Cylinder,Pyramid,Torus,Cube,Octahedron,TriangularPrism,TriangularPrism
